Frame	RG
150 	 18.863073348999023
151 	 18.912076950073242
152 	 18.975130081176758
153 	 18.885053634643555
154 	 19.029342651367188
155 	 18.82925796508789
156 	 18.958038330078125
157 	 18.808046340942383
158 	 18.864723205566406
159 	 18.822887420654297
160 	 18.894838333129883
161 	 18.848682403564453
162 	 18.86219596862793
163 	 18.864259719848633
164 	 18.865407943725586
165 	 18.76262855529785
166 	 18.879837036132812
167 	 18.93120002746582
168 	 18.93472671508789
169 	 18.884082794189453
170 	 18.912343978881836
171 	 18.93061637878418
172 	 18.954824447631836
173 	 18.900989532470703
174 	 18.989492416381836
175 	 18.900197982788086
176 	 18.799104690551758
177 	 18.854799270629883
178 	 18.87537956237793
179 	 18.947154998779297
180 	 18.8657283782959
181 	 18.794010162353516
182 	 18.848085403442383
183 	 18.847959518432617
184 	 18.87763023376465
185 	 18.86940574645996
186 	 18.80809783935547
187 	 18.839988708496094
188 	 18.898223876953125
189 	 18.807771682739258
190 	 18.8654842376709
191 	 18.80828857421875
192 	 18.800262451171875
193 	 18.883718490600586
194 	 18.907089233398438
195 	 18.891029357910156
196 	 18.900379180908203
197 	 18.86090087890625
198 	 18.845224380493164
199 	 18.871387481689453
200 	 18.94388198852539
201 	 18.922761917114258
202 	 18.868513107299805
203 	 18.86797332763672
204 	 18.7984619140625
205 	 18.718557357788086
206 	 18.853239059448242
207 	 18.77415657043457
208 	 18.7806396484375
209 	 18.857484817504883
210 	 18.8629207611084
211 	 18.780006408691406
212 	 18.83998680114746
213 	 18.749019622802734
214 	 18.89518928527832
215 	 18.848445892333984
216 	 18.745975494384766
217 	 18.85444450378418
218 	 18.81232261657715
219 	 18.837594985961914
220 	 18.866666793823242
221 	 18.86516571044922
222 	 18.87978744506836
223 	 18.833017349243164
224 	 18.85431671142578
225 	 18.922422409057617
226 	 19.032413482666016
227 	 18.941679000854492
228 	 18.88411521911621
229 	 18.884693145751953
230 	 18.858537673950195
231 	 18.754972457885742
232 	 18.82737922668457
233 	 18.822330474853516
234 	 18.843637466430664
235 	 18.85742950439453
236 	 18.86341094970703
237 	 18.879432678222656
238 	 18.890722274780273
239 	 18.844768524169922
240 	 18.84680938720703
241 	 18.860889434814453
242 	 18.866487503051758
243 	 18.922191619873047
244 	 18.908824920654297
245 	 18.887502670288086
246 	 18.898454666137695
247 	 18.84848976135254
248 	 18.83761978149414
249 	 18.86016082763672
250 	 18.84380531311035
251 	 18.836135864257812
252 	 18.874862670898438
253 	 18.835155487060547
254 	 18.81201171875
255 	 18.826845169067383
256 	 18.831851959228516
257 	 18.759370803833008
258 	 18.81574249267578
259 	 18.86695098876953
260 	 18.823957443237305
261 	 18.81361961364746
262 	 18.85218620300293
263 	 18.81024742126465
264 	 18.787717819213867
265 	 18.793071746826172
266 	 18.872289657592773
267 	 18.82370376586914
268 	 18.72987174987793
269 	 18.858715057373047
270 	 18.84149742126465
271 	 18.847259521484375
272 	 18.683406829833984
273 	 18.808740615844727
274 	 18.778057098388672
275 	 18.66602897644043
276 	 18.683713912963867
277 	 18.689960479736328
278 	 18.7126522064209
279 	 18.754077911376953
280 	 18.735706329345703
281 	 18.786758422851562
282 	 18.73682403564453
283 	 18.75604248046875
284 	 18.734397888183594
285 	 18.782337188720703
286 	 18.750356674194336
287 	 18.759809494018555
288 	 18.740400314331055
289 	 18.862361907958984
290 	 18.800840377807617
291 	 18.7983341217041
292 	 18.80390167236328
293 	 18.72063446044922
294 	 18.81182289123535
295 	 18.821319580078125
296 	 18.935638427734375
297 	 18.808881759643555
298 	 18.840044021606445
299 	 18.822612762451172
300 	 18.881986618041992
301 	 18.905593872070312
302 	 18.85011100769043
303 	 18.86241912841797
304 	 18.933496475219727
305 	 18.95963478088379
306 	 18.918001174926758
307 	 18.736949920654297
308 	 18.850236892700195
309 	 18.8336238861084
310 	 18.851211547851562
311 	 18.79979705810547
312 	 18.903139114379883
313 	 18.862512588500977
314 	 18.805871963500977
315 	 18.920642852783203
316 	 18.881540298461914
317 	 18.883371353149414
318 	 18.87424087524414
319 	 18.87630271911621
320 	 18.88890838623047
321 	 18.929889678955078
322 	 18.9293155670166
323 	 18.910524368286133
324 	 18.96692657470703
325 	 18.978302001953125
326 	 18.936811447143555
327 	 18.92578887939453
328 	 18.971200942993164
329 	 18.98063087463379
330 	 18.89259147644043
331 	 18.84515380859375
332 	 18.91244125366211
333 	 18.957080841064453
334 	 18.924957275390625
335 	 18.973711013793945
336 	 18.890928268432617
337 	 18.876184463500977
338 	 18.864498138427734
339 	 18.958208084106445
340 	 18.939926147460938
341 	 18.938085556030273
342 	 18.938011169433594
343 	 18.86101531982422
344 	 18.86081886291504
345 	 18.95149803161621
346 	 18.90675163269043
347 	 18.87531852722168
348 	 18.803468704223633
349 	 18.85844612121582
350 	 18.839303970336914
351 	 18.808090209960938
352 	 18.919757843017578
353 	 18.8450984954834
354 	 18.823434829711914
355 	 18.900917053222656
356 	 18.73367691040039
357 	 18.798635482788086
358 	 18.854455947875977
359 	 18.89509391784668
360 	 18.836881637573242
361 	 18.791894912719727
362 	 18.715286254882812
363 	 18.80693244934082
364 	 18.836437225341797
365 	 18.861909866333008
366 	 18.799922943115234
367 	 18.758222579956055
368 	 18.800506591796875
369 	 18.674997329711914
370 	 18.689104080200195
371 	 18.659257888793945
372 	 18.728885650634766
373 	 18.817380905151367
374 	 18.727664947509766
375 	 18.81958770751953
376 	 18.81969451904297
377 	 18.804485321044922
378 	 18.77791976928711
379 	 18.779314041137695
380 	 18.786937713623047
381 	 18.73833656311035
382 	 18.679676055908203
383 	 18.792232513427734
384 	 18.85332679748535
385 	 18.806640625
386 	 18.75887107849121
387 	 18.753353118896484
388 	 18.793832778930664
389 	 18.82074546813965
390 	 18.82932472229004
391 	 18.7933406829834
392 	 18.79154396057129
393 	 18.70661163330078
394 	 18.688241958618164
395 	 18.767894744873047
396 	 18.761425018310547
397 	 18.75761604309082
398 	 18.77547264099121
399 	 18.653303146362305
400 	 18.82370376586914
401 	 18.73268699645996
402 	 18.760635375976562
403 	 18.733549118041992
404 	 18.810413360595703
405 	 18.77269172668457
406 	 18.803462982177734
407 	 18.825157165527344
408 	 18.702438354492188
409 	 18.76905059814453
410 	 18.697525024414062
411 	 18.701492309570312
412 	 18.745023727416992
413 	 18.688488006591797
414 	 18.756071090698242
415 	 18.83050537109375
416 	 18.826343536376953
417 	 18.744888305664062
418 	 18.83199691772461
419 	 18.92015838623047
420 	 18.825313568115234
421 	 18.853008270263672
422 	 18.891952514648438
423 	 18.841014862060547
424 	 18.76093101501465
425 	 18.77545738220215
426 	 18.823667526245117
427 	 18.750391006469727
428 	 18.766767501831055
429 	 18.82644271850586
430 	 18.830360412597656
431 	 18.78824806213379
432 	 18.723617553710938
433 	 18.763460159301758
434 	 18.759071350097656
435 	 18.76009750366211
436 	 18.80847930908203
437 	 18.898162841796875
438 	 18.84464454650879
439 	 18.902402877807617
440 	 18.865720748901367
441 	 18.891437530517578
442 	 18.856433868408203
443 	 18.809215545654297
444 	 18.756032943725586
445 	 18.85198211669922
446 	 18.833412170410156
447 	 18.908559799194336
448 	 18.790401458740234
449 	 18.861722946166992
450 	 18.785680770874023
451 	 18.730632781982422
452 	 18.7620792388916
453 	 18.812959671020508
454 	 18.775760650634766
455 	 18.766321182250977
456 	 18.747140884399414
457 	 18.76479148864746
458 	 18.732513427734375
459 	 18.72217559814453
460 	 18.797365188598633
461 	 18.784791946411133
462 	 18.755857467651367
463 	 18.798982620239258
464 	 18.820270538330078
465 	 18.81172752380371
466 	 18.79278564453125
467 	 18.84589385986328
468 	 18.83833885192871
469 	 18.872941970825195
470 	 18.90121841430664
471 	 18.84146499633789
472 	 18.80990982055664
473 	 18.83338737487793
474 	 18.841224670410156
475 	 18.78152847290039
476 	 18.77391815185547
477 	 18.772220611572266
478 	 18.70804214477539
479 	 18.886417388916016
480 	 18.79872703552246
481 	 18.823585510253906
482 	 18.857492446899414
483 	 18.886638641357422
484 	 18.82190704345703
485 	 18.75829315185547
486 	 18.785295486450195
487 	 18.698915481567383
488 	 18.778060913085938
489 	 18.722299575805664
490 	 18.804582595825195
491 	 18.828052520751953
492 	 18.745304107666016
493 	 18.756864547729492
494 	 18.808156967163086
495 	 18.703113555908203
496 	 18.741004943847656
497 	 18.745094299316406
498 	 18.701099395751953
499 	 18.72429656982422
500 	 18.74097442626953
501 	 18.78281021118164
502 	 18.666135787963867
503 	 18.7137508392334
504 	 18.7265682220459
505 	 18.794837951660156
506 	 18.818161010742188
507 	 18.776140213012695
508 	 18.814800262451172
509 	 18.721139907836914
510 	 18.699155807495117
511 	 18.785274505615234
512 	 18.69118309020996
513 	 18.645000457763672
514 	 18.706989288330078
515 	 18.5983829498291
516 	 18.693422317504883
517 	 18.66045379638672
518 	 18.73394203186035
519 	 18.605548858642578
520 	 18.664173126220703
521 	 18.68665313720703
522 	 18.646869659423828
523 	 18.666637420654297
524 	 18.645200729370117
525 	 18.754566192626953
526 	 18.615047454833984
527 	 18.723278045654297
528 	 18.644989013671875
529 	 18.750247955322266
530 	 18.69937515258789
531 	 18.630115509033203
532 	 18.67473030090332
533 	 18.610013961791992
534 	 18.649499893188477
535 	 18.702699661254883
536 	 18.739315032958984
537 	 18.770042419433594
538 	 18.707265853881836
539 	 18.7692928314209
540 	 18.752124786376953
541 	 18.763412475585938
542 	 18.80050277709961
543 	 18.750093460083008
544 	 18.72221565246582
545 	 18.792434692382812
546 	 18.682626724243164
547 	 18.79737663269043
548 	 18.759742736816406
549 	 18.688396453857422
550 	 18.72115135192871
551 	 18.65824317932129
552 	 18.67866325378418
553 	 18.735578536987305
554 	 18.786861419677734
555 	 18.753223419189453
556 	 18.724279403686523
557 	 18.721027374267578
558 	 18.707056045532227
559 	 18.6312198638916
560 	 18.64457893371582
561 	 18.753419876098633
562 	 18.639440536499023
563 	 18.68431854248047
564 	 18.723167419433594
565 	 18.69404411315918
566 	 18.756776809692383
567 	 18.56401252746582
568 	 18.604053497314453
569 	 18.625314712524414
570 	 18.554149627685547
571 	 18.666004180908203
572 	 18.68280792236328
573 	 18.62677764892578
574 	 18.664892196655273
575 	 18.595367431640625
576 	 18.602842330932617
577 	 18.579524993896484
578 	 18.59246063232422
579 	 18.59650421142578
580 	 18.57695960998535
581 	 18.652158737182617
582 	 18.69139862060547
583 	 18.61955451965332
584 	 18.688640594482422
585 	 18.585956573486328
586 	 18.553651809692383
587 	 18.58736801147461
588 	 18.557737350463867
589 	 18.63248062133789
590 	 18.63445281982422
591 	 18.56145477294922
592 	 18.569000244140625
593 	 18.537857055664062
594 	 18.564254760742188
595 	 18.637657165527344
596 	 18.6065673828125
597 	 18.5625057220459
598 	 18.5966854095459
599 	 18.600215911865234
600 	 18.58013153076172
601 	 18.598087310791016
602 	 18.579307556152344
603 	 18.546398162841797
604 	 18.638540267944336
605 	 18.613666534423828
606 	 18.68816375732422
607 	 18.56953239440918
608 	 18.664644241333008
609 	 18.67496681213379
610 	 18.63898277282715
611 	 18.711669921875
612 	 18.526155471801758
613 	 18.585046768188477
614 	 18.578702926635742
615 	 18.666921615600586
616 	 18.61925506591797
617 	 18.635461807250977
618 	 18.669315338134766
619 	 18.640785217285156
620 	 18.61789894104004
621 	 18.58074188232422
622 	 18.612003326416016
623 	 18.630626678466797
624 	 18.590471267700195
625 	 18.69281005859375
626 	 18.690765380859375
627 	 18.675220489501953
628 	 18.664535522460938
629 	 18.650251388549805
630 	 18.69623565673828
631 	 18.72622299194336
632 	 18.81283187866211
633 	 18.663747787475586
634 	 18.681724548339844
635 	 18.739343643188477
636 	 18.642620086669922
637 	 18.66958999633789
638 	 18.660375595092773
639 	 18.643598556518555
640 	 18.70291519165039
641 	 18.73739242553711
642 	 18.656869888305664
643 	 18.729450225830078
644 	 18.738237380981445
645 	 18.659727096557617
646 	 18.649885177612305
647 	 18.666215896606445
648 	 18.652326583862305
649 	 18.64145278930664
650 	 18.692672729492188
651 	 18.64972686767578
652 	 18.727798461914062
653 	 18.641305923461914
654 	 18.62100601196289
655 	 18.641456604003906
656 	 18.74462127685547
657 	 18.673864364624023
658 	 18.685626983642578
659 	 18.63260269165039
660 	 18.665809631347656
661 	 18.67133331298828
662 	 18.62436866760254
663 	 18.707965850830078
664 	 18.642589569091797
665 	 18.663570404052734
666 	 18.675954818725586
667 	 18.68303680419922
668 	 18.653026580810547
669 	 18.673206329345703
670 	 18.689130783081055
671 	 18.752079010009766
672 	 18.72393035888672
673 	 18.743629455566406
674 	 18.817087173461914
675 	 18.677705764770508
676 	 18.696956634521484
677 	 18.705364227294922
678 	 18.722333908081055
679 	 18.724029541015625
680 	 18.670488357543945
681 	 18.7154483795166
682 	 18.802064895629883
683 	 18.73660659790039
684 	 18.692678451538086
685 	 18.771495819091797
686 	 18.713863372802734
687 	 18.808687210083008
688 	 18.795663833618164
689 	 18.735809326171875
690 	 18.749788284301758
691 	 18.815134048461914
692 	 18.68941307067871
693 	 18.70688819885254
694 	 18.68769645690918
695 	 18.708452224731445
696 	 18.718399047851562
697 	 18.670841217041016
698 	 18.65983772277832
699 	 18.778162002563477
700 	 18.695709228515625
701 	 18.7327880859375
702 	 18.70926284790039
703 	 18.697237014770508
704 	 18.69051742553711
705 	 18.788986206054688
706 	 18.7625789642334
707 	 18.54346466064453
708 	 18.688457489013672
709 	 18.689332962036133
710 	 18.72934341430664
711 	 18.716787338256836
712 	 18.724082946777344
713 	 18.699342727661133
714 	 18.695575714111328
715 	 18.810976028442383
716 	 18.725988388061523
717 	 18.678438186645508
718 	 18.650299072265625
719 	 18.77290153503418
720 	 18.7474422454834
721 	 18.739871978759766
722 	 18.709699630737305
723 	 18.71315574645996
724 	 18.678194046020508
725 	 18.834131240844727
726 	 18.75129508972168
727 	 18.80391502380371
728 	 18.771350860595703
729 	 18.738937377929688
730 	 18.70526885986328
731 	 18.75935173034668
732 	 18.736827850341797
733 	 18.7315731048584
734 	 18.690778732299805
735 	 18.685277938842773
736 	 18.743467330932617
737 	 18.690099716186523
738 	 18.713045120239258
739 	 18.707569122314453
740 	 18.75519561767578
741 	 18.74934959411621
742 	 18.71047019958496
743 	 18.737215042114258
744 	 18.72968292236328
745 	 18.619230270385742
746 	 18.689048767089844
747 	 18.752731323242188
748 	 18.703197479248047
749 	 18.71999740600586
750 	 18.728073120117188
751 	 18.811134338378906
752 	 18.643863677978516
753 	 18.831167221069336
754 	 18.7407283782959
755 	 18.716846466064453
756 	 18.744861602783203
757 	 18.712703704833984
758 	 18.73517608642578
759 	 18.759790420532227
760 	 18.83368492126465
761 	 18.693035125732422
762 	 18.68381118774414
763 	 18.62417984008789
764 	 18.62672996520996
765 	 18.621849060058594
766 	 18.551969528198242
767 	 18.5534725189209
768 	 18.515533447265625
769 	 18.55586814880371
770 	 18.60770034790039
771 	 18.6395263671875
772 	 18.66693115234375
773 	 18.633556365966797
774 	 18.66512680053711
775 	 18.60623550415039
776 	 18.66765022277832
777 	 18.6506404876709
778 	 18.602519989013672
779 	 18.55149269104004
780 	 18.54979133605957
781 	 18.529462814331055
782 	 18.654478073120117
783 	 18.6248836517334
784 	 18.658035278320312
785 	 18.60354232788086
786 	 18.586231231689453
787 	 18.551908493041992
788 	 18.565935134887695
789 	 18.635560989379883
790 	 18.54110336303711
791 	 18.591938018798828
792 	 18.566808700561523
793 	 18.528518676757812
794 	 18.527015686035156
795 	 18.52890968322754
796 	 18.532209396362305
797 	 18.603679656982422
798 	 18.539653778076172
799 	 18.53824234008789
800 	 18.551891326904297
801 	 18.441078186035156
802 	 18.459747314453125
803 	 18.54199981689453
804 	 18.586740493774414
805 	 18.493833541870117
806 	 18.51647186279297
807 	 18.46833038330078
808 	 18.478498458862305
809 	 18.588180541992188
810 	 18.460886001586914
811 	 18.47008514404297
812 	 18.413251876831055
813 	 18.451128005981445
814 	 18.418445587158203
815 	 18.48533821105957
816 	 18.394378662109375
817 	 18.48069953918457
818 	 18.593158721923828
819 	 18.4387264251709
820 	 18.497844696044922
821 	 18.468334197998047
822 	 18.4561824798584
823 	 18.490251541137695
824 	 18.555339813232422
825 	 18.52885627746582
826 	 18.617355346679688
827 	 18.5732479095459
828 	 18.661718368530273
829 	 18.513961791992188
830 	 18.489368438720703
831 	 18.521202087402344
832 	 18.5268611907959
833 	 18.53119468688965
834 	 18.556081771850586
835 	 18.57090950012207
836 	 18.589210510253906
837 	 18.596920013427734
838 	 18.642406463623047
839 	 18.58521842956543
840 	 18.627113342285156
841 	 18.60666847229004
842 	 18.548274993896484
843 	 18.5074405670166
844 	 18.453472137451172
845 	 18.546327590942383
846 	 18.52427101135254
847 	 18.66382598876953
848 	 18.646570205688477
849 	 18.750125885009766
850 	 18.72547149658203
851 	 18.742435455322266
852 	 18.74531364440918
853 	 18.659135818481445
854 	 18.76395606994629
855 	 18.715246200561523
856 	 18.708070755004883
857 	 18.691551208496094
858 	 18.686656951904297
859 	 18.66295051574707
860 	 18.728151321411133
861 	 18.738826751708984
862 	 18.738847732543945
863 	 18.762880325317383
864 	 18.79205894470215
865 	 18.715566635131836
866 	 18.636720657348633
867 	 18.67082405090332
868 	 18.680498123168945
869 	 18.696197509765625
870 	 18.673480987548828
871 	 18.645078659057617
872 	 18.62537956237793
873 	 18.679340362548828
874 	 18.751615524291992
875 	 18.68743133544922
876 	 18.650232315063477
877 	 18.759157180786133
878 	 18.691091537475586
879 	 18.663782119750977
880 	 18.591890335083008
881 	 18.6395206451416
882 	 18.661941528320312
883 	 18.669342041015625
884 	 18.65384864807129
885 	 18.67156219482422
886 	 18.65462303161621
887 	 18.56751823425293
888 	 18.632829666137695
889 	 18.62417984008789
890 	 18.660791397094727
891 	 18.736888885498047
892 	 18.674448013305664
893 	 18.71137046813965
894 	 18.733856201171875
895 	 18.693681716918945
896 	 18.757699966430664
897 	 18.67695426940918
898 	 18.702425003051758
899 	 18.684194564819336
900 	 18.63917350769043
901 	 18.647720336914062
902 	 18.670183181762695
903 	 18.732877731323242
904 	 18.666080474853516
905 	 18.69951057434082
906 	 18.751264572143555
907 	 18.66400146484375
908 	 18.584306716918945
909 	 18.68977928161621
910 	 18.696985244750977
911 	 18.71099853515625
912 	 18.66680908203125
913 	 18.55861473083496
914 	 18.699499130249023
915 	 18.73059844970703
916 	 18.7120361328125
917 	 18.676912307739258
918 	 18.69020652770996
919 	 18.679847717285156
920 	 18.688554763793945
921 	 18.698923110961914
922 	 18.704029083251953
923 	 18.737911224365234
924 	 18.676170349121094
925 	 18.607439041137695
926 	 18.673702239990234
927 	 18.684844970703125
928 	 18.633331298828125
929 	 18.71826934814453
930 	 18.677722930908203
931 	 18.656124114990234
932 	 18.630977630615234
933 	 18.59184455871582
934 	 18.623794555664062
935 	 18.657787322998047
936 	 18.616321563720703
937 	 18.562870025634766
938 	 18.553224563598633
939 	 18.582021713256836
940 	 18.57294464111328
941 	 18.58413314819336
942 	 18.60852813720703
943 	 18.550270080566406
944 	 18.670351028442383
945 	 18.56422233581543
946 	 18.564939498901367
947 	 18.56290054321289
948 	 18.56627082824707
949 	 18.50743865966797
950 	 18.566646575927734
951 	 18.589603424072266
952 	 18.553647994995117
953 	 18.646623611450195
954 	 18.539249420166016
955 	 18.51063346862793
956 	 18.484188079833984
957 	 18.636329650878906
958 	 18.620960235595703
959 	 18.527475357055664
960 	 18.495405197143555
961 	 18.495853424072266
962 	 18.539127349853516
963 	 18.56401252746582
964 	 18.60282325744629
965 	 18.601768493652344
966 	 18.51520538330078
967 	 18.530696868896484
968 	 18.53901481628418
969 	 18.599403381347656
970 	 18.470399856567383
971 	 18.577205657958984
972 	 18.657712936401367
973 	 18.696365356445312
974 	 18.615880966186523
975 	 18.57659912109375
976 	 18.548917770385742
977 	 18.630390167236328
978 	 18.54384422302246
979 	 18.65666389465332
980 	 18.609148025512695
981 	 18.58674430847168
982 	 18.61452865600586
983 	 18.560911178588867
984 	 18.64151382446289
985 	 18.696422576904297
986 	 18.705272674560547
987 	 18.76717758178711
988 	 18.82127571105957
989 	 18.763643264770508
990 	 18.71832847595215
991 	 18.822290420532227
992 	 18.774198532104492
993 	 18.81483268737793
994 	 18.799428939819336
995 	 18.775203704833984
996 	 18.890169143676758
997 	 18.850486755371094
998 	 18.780345916748047
999 	 18.85947608947754
1000 	 18.80912971496582
1001 	 18.795812606811523
1002 	 18.756479263305664
1003 	 18.792423248291016
1004 	 18.762008666992188
1005 	 18.855201721191406
1006 	 18.772300720214844
1007 	 18.823171615600586
1008 	 18.84944725036621
1009 	 18.881879806518555
1010 	 18.823915481567383
1011 	 18.795988082885742
1012 	 18.853166580200195
1013 	 18.897817611694336
1014 	 18.821800231933594
1015 	 18.837060928344727
1016 	 18.856826782226562
1017 	 18.807384490966797
1018 	 18.8206787109375
1019 	 18.85302734375
1020 	 18.901784896850586
1021 	 18.82159996032715
1022 	 18.80948829650879
1023 	 18.874465942382812
1024 	 18.848468780517578
1025 	 18.97715187072754
1026 	 18.976987838745117
1027 	 18.86572265625
1028 	 18.848787307739258
1029 	 18.893970489501953
1030 	 18.902183532714844
1031 	 18.920360565185547
1032 	 18.822399139404297
1033 	 18.81632423400879
1034 	 18.800613403320312
1035 	 18.849037170410156
1036 	 18.865127563476562
1037 	 18.916837692260742
1038 	 18.836578369140625
1039 	 18.825090408325195
1040 	 18.84298324584961
1041 	 18.866674423217773
1042 	 18.92386817932129
1043 	 18.816877365112305
1044 	 18.809778213500977
1045 	 18.877334594726562
1046 	 18.909780502319336
1047 	 18.861934661865234
1048 	 18.776107788085938
1049 	 18.900543212890625
1050 	 18.8707218170166
1051 	 18.917924880981445
1052 	 18.903669357299805
1053 	 18.821533203125
1054 	 18.852739334106445
1055 	 18.915849685668945
1056 	 18.879331588745117
1057 	 18.892776489257812
1058 	 18.85448455810547
1059 	 18.870784759521484
1060 	 18.85265350341797
1061 	 18.826448440551758
1062 	 18.87192726135254
1063 	 18.956153869628906
1064 	 18.88924217224121
1065 	 18.93821907043457
1066 	 18.88475799560547
1067 	 18.859529495239258
1068 	 18.8773136138916
1069 	 18.8105525970459
1070 	 18.858139038085938
1071 	 18.88057518005371
1072 	 18.91344451904297
1073 	 18.930843353271484
1074 	 18.885408401489258
1075 	 18.91361427307129
1076 	 18.865478515625
1077 	 18.813934326171875
1078 	 18.850252151489258
1079 	 18.795080184936523
1080 	 18.75319480895996
1081 	 18.787981033325195
1082 	 18.7487850189209
1083 	 18.791271209716797
1084 	 18.840831756591797
1085 	 18.79212760925293
1086 	 18.84484100341797
1087 	 18.79207420349121
1088 	 18.79186248779297
1089 	 18.867164611816406
1090 	 18.757259368896484
1091 	 18.768056869506836
1092 	 18.79303741455078
1093 	 18.80337142944336
1094 	 18.769168853759766
1095 	 18.835538864135742
1096 	 18.822967529296875
1097 	 18.754384994506836
1098 	 18.76388168334961
1099 	 18.805517196655273
1100 	 18.842702865600586
1101 	 18.76128578186035
1102 	 18.8198184967041
1103 	 18.762252807617188
1104 	 18.74946403503418
1105 	 18.8145694732666
1106 	 18.741731643676758
1107 	 18.796768188476562
1108 	 18.761987686157227
1109 	 18.791839599609375
1110 	 18.749122619628906
1111 	 18.66214370727539
1112 	 18.68083953857422
1113 	 18.73885726928711
1114 	 18.747026443481445
1115 	 18.7376708984375
1116 	 18.721452713012695
1117 	 18.804161071777344
1118 	 18.723678588867188
1119 	 18.760120391845703
1120 	 18.724279403686523
1121 	 18.76770782470703
1122 	 18.773963928222656
1123 	 18.793716430664062
1124 	 18.832632064819336
1125 	 18.839099884033203
1126 	 18.85805892944336
1127 	 18.842845916748047
1128 	 18.862485885620117
1129 	 18.783109664916992
1130 	 18.852445602416992
1131 	 18.82038688659668
1132 	 18.88606071472168
1133 	 18.871095657348633
1134 	 18.869068145751953
1135 	 18.81202507019043
1136 	 18.982994079589844
1137 	 18.853410720825195
1138 	 18.795936584472656
1139 	 18.7332706451416
1140 	 18.7736759185791
1141 	 18.884260177612305
1142 	 18.830209732055664
1143 	 18.910903930664062
1144 	 18.80242919921875
1145 	 18.814882278442383
1146 	 18.800992965698242
1147 	 18.926252365112305
1148 	 18.878772735595703
1149 	 18.850191116333008
1150 	 18.905221939086914
1151 	 18.96615982055664
1152 	 18.940786361694336
