Frame	Density (g/cm^3)
148	1.0298752187242894
149	1.0317033437433685
150	1.0326874999235092
151	1.0282834888806967
152	1.0286102785628408
153	1.0276406264949551
154	1.0303661096778423
155	1.0285552518267884
156	1.031626156649323
157	1.0350433355344577
158	1.028407503255165
159	1.0299823304058264
160	1.0317404975116804
161	1.0338387163740077
162	1.033285854249332
163	1.0367918240133014
164	1.0387954005061741
165	1.0302969382012113
166	1.034764944443453
167	1.0362174810954625
168	1.0320213146956037
169	1.0365358284365307
170	1.035965045283202
171	1.0347037446215899
172	1.0291028586171427
173	1.0363177582554208
174	1.0371736325557754
175	1.0371412266673374
176	1.035353178160081
177	1.03074223806545
178	1.0302113796625914
179	1.0339909140791177
180	1.0311532323329082
181	1.03411273345372
182	1.0251473533080415
183	1.0278221482244732
184	1.029741426920769
185	1.0319653971647638
186	1.031060523143056
187	1.0371120450328313
188	1.0344707021663488
189	1.0323705327927921
190	1.0318046759495074
191	1.0359743206324823
192	1.0327214814781531
193	1.0332642800623408
194	1.0302267196093766
195	1.0311987511020382
196	1.033046226774008
197	1.0314205420680138
198	1.0341127461476423
199	1.0324007380682267
200	1.0314126556803374
201	1.0318857791773421
202	1.0310487332528055
203	1.030491054563306
204	1.0322061381448941
205	1.0373001908861543
206	1.0348505313561118
207	1.0345988664951014
208	1.033534636660317
209	1.0327276338559863
210	1.0312548330068674
211	1.0366061539820686
212	1.0352677797091772
213	1.0348436268566246
214	1.0337505929142785
215	1.0356338742041835
216	1.0327205079412616
217	1.0330679540101444
218	1.0322415567769716
219	1.0321541694799232
220	1.0288905385976665
221	1.0338239429798588
222	1.0335234741773103
223	1.0278763613126933
224	1.0352010838767787
225	1.0350354871158145
226	1.0329590103274933
227	1.0328655753649538
228	1.0364337711120286
229	1.032840673225071
230	1.032005585924456
231	1.033156943712269
232	1.032107153907654
233	1.0353314561668487
234	1.0356332350936066
235	1.033333640163775
236	1.0322374455525871
237	1.0303246393852739
238	1.033919199742902
239	1.0274503799452552
240	1.0328043708226573
241	1.0331293845955336
242	1.0314278363184108
243	1.0364531861003385
244	1.02809012513795
245	1.0338839821474637
246	1.0310396414794056
247	1.029779916373877
248	1.0333202925017775
249	1.030053837474103
250	1.0334789547078376
251	1.032968377583691
252	1.0329316032999223
253	1.0359366810644057
254	1.0335156494249127
255	1.0282002201920575
256	1.0305328332382384
257	1.0372095432860367
258	1.0306802370275059
259	1.031818703251476
260	1.0324330226833633
261	1.0322384501150053
262	1.0301777054453098
263	1.0314962867011448
264	1.0322004036392438
265	1.0318131973659765
266	1.0290844537287482
267	1.03459716835973
268	1.0346475449341288
269	1.0329360126181655
270	1.0300594508601537
271	1.0298589865605394
272	1.0351264078846096
273	1.0352768962679009
274	1.03255389116779
275	1.0321495967484196
276	1.0340186591038927
277	1.0354303344543134
278	1.0342391057835474
279	1.0344566992037514
280	1.033091758583747
281	1.0359567169426402
282	1.0361915539115278
283	1.0304038978539969
284	1.030332509773346
285	1.0317373025722456
286	1.0318253229030885
287	1.0302982256503141
288	1.030547003732173
289	1.030798619696248
290	1.036464703972123
291	1.0300401805263284
292	1.0295444636909248
293	1.0348979186155
294	1.037059182260392
295	1.0359870680991392
296	1.0349937135442904
297	1.0279168750019863
298	1.0329777009951797
299	1.0280638051460906
300	1.026684840906813
301	1.0298041855424498
302	1.0349539881634446
303	1.0362002253698117
304	1.0261037087260487
305	1.030618220437962
306	1.0320688939467622
307	1.0328296520348157
308	1.03433268592739
309	1.0259949418363974
310	1.0325046442507813
311	1.0315053723210765
312	1.0341212812942522
313	1.034428944956526
314	1.0265488848678936
315	1.0296872724074124
316	1.0295778373153013
317	1.0300457915595322
318	1.0307489564694574
319	1.0321387850425439
320	1.029451935045208
321	1.0342282197864066
322	1.032924817785408
323	1.0302541719598362
324	1.0351646741886147
325	1.0309462045657816
326	1.0313310103535671
327	1.0333640479095214
328	1.034669654094641
329	1.0323270638809185
330	1.0315061200171007
331	1.0324776994666602
332	1.028742732006994
333	1.0268736531126934
334	1.034801169674063
335	1.0308408997975476
336	1.028134009947627
337	1.0338884678006282
338	1.0288929321195426
339	1.0320594096073428
340	1.0324859839846863
341	1.0336076827945786
342	1.0307912621361122
343	1.031197152151396
344	1.0306131894453452
345	1.0290914582129491
346	1.0344463529108454
347	1.0362408463053394
348	1.0325088544113632
349	1.0369570422782641
350	1.031615009771172
351	1.0344172836695944
352	1.0292649995457406
353	1.0359657093268273
354	1.0324176893982178
355	1.0340967609380949
356	1.0337663314744552
357	1.0374923380899954
358	1.0286648373408773
359	1.0329109399111898
360	1.033386324715347
361	1.0302798242856115
362	1.034472075966477
363	1.0326140458579434
364	1.0316517604830149
365	1.0319299399674164
366	1.0322960489292545
367	1.0355646342791256
368	1.0296730679697395
369	1.0336578875902962
370	1.0318996971396772
371	1.0346782915214532
372	1.035574551999189
373	1.0276592759367096
374	1.0295948278804934
375	1.0303964416390035
376	1.0286549171325643
377	1.0318665820047135
378	1.0323016798230775
379	1.031886934095454
380	1.031888723512671
381	1.0338786591129103
382	1.0302009407977313
383	1.0328313326601184
384	1.0332636834764592
385	1.0291404052102469
386	1.0307063711709854
387	1.0310313404075993
388	1.0329752178177225
389	1.0321151046604293
390	1.031643195621048
391	1.0313802479687233
392	1.0262356267629313
393	1.0339404481969956
394	1.0322208416237753
395	1.0326524326405575
396	1.0281049804033284
397	1.0303446635420073
398	1.032207760461606
399	1.0313210127727077
400	1.0300625938540897
401	1.0281310775896557
402	1.0335416882253339
403	1.036250501658415
404	1.0330726089926137
405	1.0328641114869475
406	1.0308757255755778
407	1.0274692442872415
408	1.0319620235397782
409	1.0339897274783665
410	1.0360599580130216
411	1.0331566868185924
412	1.0314074224636685
413	1.0299303638093233
414	1.0341143836662423
415	1.0338760063392647
416	1.0357899031683706
417	1.0311346634776282
418	1.0287659472716044
419	1.0304591197387682
420	1.0370673352422077
421	1.0350700443210827
422	1.0345333712991116
423	1.0297509741212627
424	1.0324789072745504
425	1.0322705086036394
426	1.035092939072684
427	1.0341430207697893
428	1.0320895852995908
429	1.0379944035119804
430	1.034196890216405
431	1.0372081832760176
432	1.0306569696474086
433	1.0344938702089361
434	1.0301916450822362
435	1.0312515018974464
436	1.032805772488229
437	1.0329380922235187
438	1.0350624240898723
439	1.0281228461850769
440	1.0350335500654362
441	1.032499188935974
442	1.030358861311439
443	1.0342681078713745
444	1.028795683486384
445	1.0374508335739117
446	1.0323957567123416
447	1.0272670829710446
448	1.0330580031677623
449	1.0340027815055455
450	1.0359722899337018
451	1.0401591919174091
452	1.0326952972665364
453	1.0363912209644677
454	1.0351476535204496
455	1.0345950077398804
456	1.0320297581444953
457	1.0343521981698534
458	1.0385385737597188
459	1.0339128288664554
460	1.0335426319282537
461	1.0328109936309995
462	1.0338665052517448
463	1.0346814354433675
464	1.032988443835917
465	1.0271827655094055
466	1.0320869353768478
467	1.0293490180877904
468	1.0359098412340146
469	1.0260768264175406
470	1.0289352596190848
471	1.0279982236869785
472	1.035800240377158
473	1.0303313989711844
474	1.035527372603674
475	1.0281525489980035
476	1.034226884724067
477	1.034848818093502
478	1.035392540660266
479	1.030787379389581
480	1.0351682341439359
481	1.03154326621288
482	1.0350425734820299
483	1.0332872676778684
484	1.033611991678063
485	1.0286926367357923
486	1.0350347721262454
487	1.0343949252431286
488	1.0301517971342975
489	1.0319862167903793
490	1.0351411431658841
491	1.0283636644516125
492	1.0314624924416138
493	1.0317305400051793
494	1.0315762699661124
495	1.0374690729208325
496	1.035265673855603
497	1.0321851215260474
498	1.0343061539130478
499	1.0346373206206858
500	1.0324862696491846
501	1.033126354940375
502	1.0377551581698345
503	1.0332856774522217
504	1.0304648368035652
505	1.0300432012388125
506	1.037851008136584
507	1.0293780912006694
508	1.0347479912509407
509	1.0359756178505977
510	1.0332604797301774
511	1.0300639701400813
512	1.03210571114572
513	1.0331885055453633
514	1.030820217803644
515	1.0338141256843054
516	1.034718413223976
517	1.0362958239958564
518	1.0319816556602315
519	1.0315394501105233
520	1.0321019980438304
521	1.027793183310378
522	1.0295179018504934
523	1.0307011958754642
524	1.031811778489186
525	1.0371977735709752
526	1.0313052671494944
527	1.0384225446084403
528	1.0316478737778998
529	1.0343258591340418
530	1.029203765169435
531	1.0348614705015955
532	1.0391759429266603
533	1.0334245800506376
534	1.0320110884903606
